INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID8032590,DSSTox_Substance_Id,DTXSID8032590,Bromethalin,1.36953e-11,873937.0,6.72183,356.926,9.83712e-07,0.902979,10.2681,26612.0,4.32342,150.404,9.69853e-08,3.4982e-09
DTXSID8032592,DSSTox_Substance_Id,DTXSID8032592,Bromoxynil heptanoate,1.37541e-11,400.18,3.53484,340.19,8.61609e-09,0.546933,9.6439,3933.81,4.60508,45.7258,3.22147e-06,2.05843e-07
DTXSID8032623,DSSTox_Substance_Id,DTXSID8032623,Indole-3-butyric acid,9.10759e-11,3.42997,3.54476,304.297,6.36718e-10,0.46272,8.11042,117.068,2.30192,124.564,1.42947e-07,0.00947193
DTXSID8032627,DSSTox_Substance_Id,DTXSID8032627,Methoprene,4.74591e-11,143.433,4.76252,348.799,1.09748e-07,0.954644,8.95414,1403.08,5.5028,-8.50141,2.35593e-05,2.76398e-06
DTXSID8032671,DSSTox_Substance_Id,DTXSID8032671,Metalaxyl-M,2.15604e-11,8.25493,4.28575,299.892,3.92326e-09,0.198614,9.83674,37.2169,1.65024,67.2974,5.5709e-06,0.043674
DTXSID8032673,DSSTox_Substance_Id,DTXSID8032673,Pyrithiobac-sodium,1.06338e-11,3.31419,3.34772,332.252,4.9883e-10,1.07552,10.6883,14.2386,0.600169,247.934,1.12301e-06,2.05821
DTXSID8034241,DSSTox_Substance_Id,DTXSID8034241,"2,4-D, isopropylamine salt",8.50675e-12,3.33894,3.54877,300.498,2.95974e-09,0.214166,8.64937,45.9586,1.56012,121.321,2.88557e-07,0.00684596
DTXSID8034243,DSSTox_Substance_Id,DTXSID8034243,"2,4-D Triisopropanolammonium salt",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8034297,DSSTox_Substance_Id,DTXSID8034297,Acequinocyl,3.3255e-11,312.515,3.55748,390.414,2.4553e-07,3.51485,11.6949,41865.1,6.23474,59.7372,1.14368e-08,1.83114e-08
DTXSID8034324,DSSTox_Substance_Id,DTXSID8034324,Phoxim,1.93724e-11,809.783,5.73629,345.134,2.02847e-07,6.89826,9.44218,343.836,2.95622,6.16718,1.57832e-05,1.07828e-05
DTXSID8034370,DSSTox_Substance_Id,DTXSID8034370,Dicamba-potassium,4.84574e-12,3.37742,3.52026,301.331,2.49008e-09,0.256173,8.67575,31.7015,-0.988231,158.574,3.33003e-05,0.0684572
DTXSID8034372,DSSTox_Substance_Id,DTXSID8034372,Cloransulam-methyl,1.65231e-11,7.09438,4.73724,327.48,1.22118e-11,1.17617,10.2953,43.2871,1.63923,216.987,3.77301e-11,8.46243e-05
DTXSID8034401,DSSTox_Substance_Id,DTXSID8034401,Buprofezin,1.38094e-11,52.49,6.89035,353.763,1.27655e-07,0.14324,10.6306,1447.32,4.29853,104.939,9.35577e-06,2.1137e-06
DTXSID8034455,DSSTox_Substance_Id,DTXSID8034455,Chromic(VI) acid,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8034538,DSSTox_Substance_Id,DTXSID8034538,Diflufenzopyr,1.65309e-11,4.8892,3.53428,276.847,7.52402e-10,0.171062,9.30135,588.49,2.50686,217.094,7.62638e-11,0.0018126
DTXSID8034586,DSSTox_Substance_Id,DTXSID8034586,Etoxazole,1.73647e-11,2393.52,4.44981,365.38,5.91147e-07,0.987746,9.81979,1582.27,3.76241,101.456,1.64816e-08,2.03085e-07
DTXSID8034588,DSSTox_Substance_Id,DTXSID8034588,Famoxadone,1.38079e-11,83.3131,3.55092,408.666,2.16139e-09,0.456924,10.2599,5290.83,4.64939,140.965,4.81928e-09,2.02751e-07
DTXSID8034611,DSSTox_Substance_Id,DTXSID8034611,Flonicamid,5.79922e-12,1.89225,3.54189,308.19,1.41369e-09,0.0989836,8.68684,27.8116,1.41514,174.654,1.14991e-06,0.0228715
DTXSID8034669,DSSTox_Substance_Id,DTXSID8034669,Imiprothrin,1.85294e-10,8.33611,4.30307,348.298,1.80489e-09,0.463444,10.8058,908.524,2.89808,107.025,1.34692e-08,0.000295908
DTXSID8034746,DSSTox_Substance_Id,DTXSID8034746,"4,4'-(2-Ethyl-2-nitrotrimethylene)dimorpholine",1.78173e-11,2.20822,5.67321,313.018,6.69506e-06,0.389822,8.14067,278.703,0.34561,84.2882,3.78279e-06,0.00711074
DTXSID8034748,DSSTox_Substance_Id,DTXSID8034748,Calcium bis(hydrogen methylarsonate),-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8034792,DSSTox_Substance_Id,DTXSID8034792,Oxycarboxin,2.18565e-11,1.52338,3.35754,332.619,1.29124e-09,0.203239,10.8404,95.917,0.758914,120.124,4.21598e-08,0.00440076
DTXSID8034798,DSSTox_Substance_Id,DTXSID8034798,Paraformaldehyde,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8034821,DSSTox_Substance_Id,DTXSID8034821,Picloram potassium salt,8.14808e-12,2.72427,4.09513,296.149,6.89915e-10,0.29306,8.1492,19.9741,-1.89271,197.127,7.23316e-11,0.00178706
DTXSID8034823,DSSTox_Substance_Id,DTXSID8034823,Pinoxaden,1.77245e-11,32.3429,13.696,363.663,1.08595e-08,2.65632,11.7141,2569.29,3.2983,84.9605,1.52097e-07,3.8373e-06
DTXSID8034871,DSSTox_Substance_Id,DTXSID8034871,Pyraflufen-ethyl,1.39061e-11,56.9608,5.13705,358.83,9.38705e-09,4.60453,10.1728,478.81,3.49081,68.9291,4.5392e-07,2.00735e-07
DTXSID8034873,DSSTox_Substance_Id,DTXSID8034873,Pyrethrins,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8034875,DSSTox_Substance_Id,DTXSID8034875,Pyridalyl,1.65038e-11,3630.4,4.51175,406.481,4.4956e-08,5.63742,11.7371,28831.9,4.79584,58.3921,1.16449e-07,8.27732e-07
DTXSID8034877,DSSTox_Substance_Id,DTXSID8034877,Pyrimethanil,1.81928e-11,15.2147,4.31527,324.217,1.38136e-07,0.806753,10.4063,736.665,2.84142,96.3769,1.63839e-05,0.000598012
DTXSID8035001,DSSTox_Substance_Id,DTXSID8035001,10-Undecenoic acid,3.57303e-11,3.04334,5.2881,275.004,1.21684e-07,0.306044,8.37944,681.902,3.86,25.3736,0.000932777,0.000398898
DTXSID8035005,DSSTox_Substance_Id,DTXSID8035005,Ethidimuron,1.72579e-11,1.51869,3.35034,332.149,2.4432e-08,0.0853714,10.7561,24.582,1.12635,156.035,1.4856e-07,0.0112459
DTXSID8035180,DSSTox_Substance_Id,DTXSID8035180,Allethrin,1.97944e-10,28.908,3.34827,331.941,8.99077e-06,0.456395,9.16112,713.287,4.78026,-39.792,1.207e-06,1.04486e-06
DTXSID8035423,DSSTox_Substance_Id,DTXSID8035423,"1,4-Dimethylnaphthalene",7.05358e-11,217.693,14.9932,265.942,0.00115978,5.11354,5.78904,4177.52,4.36744,-4.76849,0.0213611,7.27766e-05
DTXSID8035712,DSSTox_Substance_Id,DTXSID8035712,Betadine,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8035716,DSSTox_Substance_Id,DTXSID8035716,"Dodecanoic acid, monoester with 1,2-propanediol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8037592,DSSTox_Substance_Id,DTXSID8037592,Propachlor OA,9.17317e-12,3.05271,3.54889,300.027,6.67962e-10,0.103606,8.68978,90.6799,1.66469,107.99,2.01023e-06,0.0130739
DTXSID8037594,DSSTox_Substance_Id,DTXSID8037594,Secbumeton,1.57407e-11,3.07712,4.62312,336.708,2.97184e-08,0.114924,9.00026,600.589,3.10251,87.2997,7.25467e-06,0.00265427
DTXSID8037598,DSSTox_Substance_Id,DTXSID8037598,Spinosyn A,8.62476e-11,10.5419,77.8933,472.286,1.43152e-08,1.16055,11.6734,87538.0,3.84501,122.654,1.65636e-10,2.00856e-05
DTXSID8037627,DSSTox_Substance_Id,DTXSID8037627,Prothoate,1.53154e-11,9.88063,140.083,337.771,6.22812e-09,0.319499,11.4529,348.687,1.65664,28.4854,1.16815e-05,0.0087024
DTXSID8037704,DSSTox_Substance_Id,DTXSID8037704,Propoxycarbazone,2.34723e-11,2.72745,4.27056,275.023,1.39754e-09,2.34836,10.4181,43.7933,1.35294,150.216,2.551e-08,0.099584
DTXSID8040222,DSSTox_Substance_Id,DTXSID8040222,Trifloxysulfuron-sodium,1.6636e-11,2.58458,4.62398,254.105,1.30255e-11,0.349054,9.50502,77.067,0.820144,177.814,1.93702e-10,0.0553353
DTXSID8040270,DSSTox_Substance_Id,DTXSID8040270,Dithianon,6.80207e-12,3.2911,40.5046,409.837,2.04451e-06,0.322495,11.6984,434.766,2.83867,224.936,2.03896e-11,7.45684e-07
DTXSID8040274,DSSTox_Substance_Id,DTXSID8040274,Dichlofenthion,1.68178e-11,2262.1,4.76383,379.899,2.77804e-06,3.08913,8.89758,1871.38,5.13775,59.1062,0.000100188,7.86673e-07
DTXSID8040278,DSSTox_Substance_Id,DTXSID8040278,Iodenphos,8.65225e-12,4157.83,5.67604,389.311,7.70597e-06,7.24917,9.74856,6205.5,5.50909,72.3893,8.32822e-07,6.6168e-07
DTXSID8040353,DSSTox_Substance_Id,DTXSID8040353,Flamprop-methyl,1.81876e-11,29.0587,3.35482,377.031,3.72443e-09,0.746704,10.8002,1681.87,3.00142,84.9491,7.45163e-06,7.03006e-05
DTXSID8041290,DSSTox_Substance_Id,DTXSID8041290,Dimethyltetradecyl(3-(trimethoxysilyl)propyl)ammonium chloride,1.11832e-11,123.371,146.447,382.476,8.0164e-07,1.77908,9.99013,13870.5,3.38218,94.4475,7.50234e-06,1.35307e-07
DTXSID8041614,DSSTox_Substance_Id,DTXSID8041614,Azimsulfuron,1.66998e-11,6.79093,4.26574,294.995,1.35281e-11,0.153121,9.57262,77.5816,0.649343,169.998,3.00304e-11,0.00245126
DTXSID8041660,DSSTox_Substance_Id,DTXSID8041660,Benzoximate,1.73081e-11,341.638,4.29554,371.687,2.17785e-09,1.27983,9.97724,580.146,3.72849,73.021,3.34913e-06,8.24443e-05
DTXSID8041662,DSSTox_Substance_Id,DTXSID8041662,Benzthiazuron,1.60109e-11,3.65336,3.08552,274.221,1.36926e-09,0.11887,9.07712,248.565,1.52163,223.488,1.61462e-08,5.84132e-05
DTXSID8041797,DSSTox_Substance_Id,DTXSID8041797,Coumachlor,3.31895e-11,86.829,3.35428,400.198,6.31964e-09,0.44141,11.7569,839.206,2.64133,168.999,1.29448e-08,2.536e-06
DTXSID8041799,DSSTox_Substance_Id,DTXSID8041799,Coumatetralyl,1.7792e-11,263.716,53.8268,381.226,5.06425e-09,0.46295,10.4255,2929.83,2.81738,171.949,6.42127e-11,2.13072e-05
DTXSID8041824,DSSTox_Substance_Id,DTXSID8041824,Cycluron,3.90613e-11,8.28899,5.75306,270.215,1.73945e-09,0.205455,8.91207,98.0934,2.00025,137.949,5.02342e-07,0.00557736
DTXSID8041870,DSSTox_Substance_Id,DTXSID8041870,Dimefox,6.36813e-11,2.50926,7.604,182.874,8.4068e-05,0.101093,3.78787,40.581,0.257166,25.1089,0.110256,6.46573
DTXSID8041874,DSSTox_Substance_Id,DTXSID8041874,Dimethirimol,1.40269e-11,26.754,4.92417,348.212,1.75186e-07,0.290232,9.62693,89.2604,2.54055,102.051,1.09046e-05,0.00571876
DTXSID8042137,DSSTox_Substance_Id,DTXSID8042137,Methfuroxam,1.37911e-11,18.1596,3.34303,314.379,1.94956e-10,0.17084,10.2512,182.383,2.77821,97.6197,2.68351e-07,4.92077e-05
DTXSID8042214,DSSTox_Substance_Id,DTXSID8042214,Nonachlor,6.99067e-13,11397.4,230.688,333.799,7.45727e-05,90.3176,10.1783,30275.5,6.19852,102.762,3.32802e-08,2.16169e-07
DTXSID8042216,DSSTox_Substance_Id,DTXSID8042216,Norbormide,1.37823e-10,21.0357,124.212,429.702,1.30498e-11,0.548023,9.73265,74408.4,4.69479,193.996,8.96714e-11,0.000116982
DTXSID8042260,DSSTox_Substance_Id,DTXSID8042260,Penconazole,1.66734e-11,55.3332,3.35553,317.446,4.10511e-05,15.4708,8.62039,907.911,4.4311,58.4876,2.76523e-06,0.000258115
DTXSID8042349,DSSTox_Substance_Id,DTXSID8042349,Prothiofos,1.66806e-11,2649.02,94.8918,389.657,9.65615e-06,1.85404,10.392,5804.27,5.66952,75.8409,1.11477e-06,2.04487e-07
DTXSID8042470,DSSTox_Substance_Id,DTXSID8042470,Thionazin,1.62923e-11,8.22709,4.27282,331.141,3.4593e-07,1.42162,8.53122,64.9777,0.864094,-1.66545,0.0029725,0.00456685
DTXSID8042478,DSSTox_Substance_Id,DTXSID8042478,Tolylfluanid,1.59072e-11,6.67005,6.21953,337.268,2.0914e-07,0.192253,8.41284,776.279,3.89816,95.9883,1.50568e-06,2.59093e-06
DTXSID80435492,DSSTox_Substance_Id,DTXSID80435492,"N-Benzyl-N,N-dimethyltetradecan-1-aminium fluoride",2.81075e-11,434.853,13.8033,346.055,3.7294e-07,6.23388,9.73313,14485.0,5.69339,16.0988,5.50524e-06,1.29383e-08
DTXSID8044339,DSSTox_Substance_Id,DTXSID8044339,Picolinafen,1.51351e-11,54.4382,3.5496,372.953,1.67275e-08,0.231747,10.548,1635.6,4.67277,191.996,5.14744e-09,1.26359e-07
DTXSID8047210,DSSTox_Substance_Id,DTXSID8047210,Alloxydim,1.76671e-10,8.59705,4.22059,301.799,1.17373e-08,0.547289,8.52067,680.509,3.42656,100.813,2.37439e-07,6.05194
DTXSID8047426,DSSTox_Substance_Id,DTXSID8047426,dl-Carvone,1.64966e-10,10.3952,3.48034,230.229,0.000329157,0.0911839,5.05726,213.171,2.36204,8.78191,0.103175,0.00873173
DTXSID8048109,DSSTox_Substance_Id,DTXSID8048109,Cyfluthrin diastereoisomer II,3.39077e-11,414.328,3.35162,424.372,4.45421e-09,2.41845,11.705,99888.1,5.95213,60.1236,1.52186e-10,6.74411e-09
DTXSID8049200,DSSTox_Substance_Id,DTXSID8049200,Barium nitrate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8049759,DSSTox_Substance_Id,DTXSID8049759,Quartz sand,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID8052350,DSSTox_Substance_Id,DTXSID8052350,"1,2,3,4,6,7,8-Heptachlorodibenzo[b,d]furan",9.42682e-13,2818.66,38.4526,464.199,0.00104049,7.94457,11.2717,981862.0,7.92013,232.898,3.55995e-11,3.28857e-12
DTXSID8052853,DSSTox_Substance_Id,DTXSID8052853,Chlorotoluron,1.52793e-11,36.2657,4.47625,311.5,1.60802e-09,0.0956815,9.80842,104.646,2.40831,148.091,3.64285e-08,0.000337808
DTXSID8052859,DSSTox_Substance_Id,DTXSID8052859,"4,4-Methylenedimorpholine",4.17536e-11,1.84954,4.19481,251.735,7.56205e-07,3.34701,5.75171,112.588,-0.126182,83.8444,0.00463543,7.65154
DTXSID8057930,DSSTox_Substance_Id,DTXSID8057930,Benzovindiflupyr,1.13918e-10,281.602,7.43772,360.577,7.24933e-11,0.735039,10.5138,1436.77,3.65987,175.232,2.32579e-09,8.83757e-05
DTXSID8057934,DSSTox_Substance_Id,DTXSID8057934,Propaquizafop,3.96593e-11,80.0297,4.62974,368.686,2.91569e-08,10.0775,11.6878,81867.5,4.59943,66.3768,3.33356e-12,1.41952e-06
DTXSID8057938,DSSTox_Substance_Id,DTXSID8057938,Metolcarb,2.18379e-11,18.5253,3.5338,269.475,5.21842e-09,0.0976887,7.43527,106.061,1.70217,77.007,0.00107761,0.015776
DTXSID8057980,DSSTox_Substance_Id,DTXSID8057980,Simeconazole,1.65047e-11,34.1111,200.567,327.383,5.03903e-09,1.94418,8.96415,478.281,2.97019,104.614,9.42747e-08,0.000194997
DTXSID8057988,DSSTox_Substance_Id,DTXSID8057988,Fentrazamide,1.38496e-11,15.5236,3.36064,348.891,1.88481e-07,0.856362,10.4181,724.004,3.4633,79.1,3.80496e-10,6.68326e-06
DTXSID8058035,DSSTox_Substance_Id,DTXSID8058035,Fenfuram,1.31414e-11,16.3047,3.31709,313.416,1.13569e-09,0.0884021,9.44663,301.45,2.29175,109.494,1.50446e-07,0.000504887
DTXSID8058085,DSSTox_Substance_Id,DTXSID8058085,Oxadiargyl,2.32036e-11,1686.44,5.16004,342.67,2.47611e-08,2.14308,9.64328,2381.47,3.95057,130.983,1.87835e-08,1.10444e-06
DTXSID8058087,DSSTox_Substance_Id,DTXSID8058087,Mesosulfuron,1.78575e-11,5.44623,4.27473,294.265,1.43709e-11,0.375524,9.46122,57.7767,1.43012,164.894,4.08199e-09,0.000312288
DTXSID8058089,DSSTox_Substance_Id,DTXSID8058089,Cyflumetofen,1.3847e-11,44.8761,4.45301,399.789,3.86783e-09,7.84836,11.7556,104334.0,5.29692,74.3686,8.48928e-09,6.32485e-08
DTXSID8058110,DSSTox_Substance_Id,DTXSID8058110,Isoprothiolane,7.05321e-12,37.0697,4.56098,315.701,1.20583e-05,0.380625,8.95373,284.097,2.88185,53.9768,0.0141465,0.000182283
DTXSID8058112,DSSTox_Substance_Id,DTXSID8058112,Pretilachlor,2.002e-11,92.1725,4.66338,326.442,8.31132e-09,0.48651,10.8342,461.19,4.07913,1.50823,1.00935e-06,0.000160757
DTXSID8058160,DSSTox_Substance_Id,DTXSID8058160,Benfuresate,1.60035e-11,2.67205,8.26557,302.55,9.62069e-07,0.197981,7.43681,1536.63,2.41328,43.2813,0.00113696,0.00101927
DTXSID8058162,DSSTox_Substance_Id,DTXSID8058162,Pyriofenone,1.74455e-11,86.009,4.74025,396.382,2.89943e-08,1.86073,10.9043,619.703,1.99289,91.7956,4.61004e-07,1.8178e-05
DTXSID8058166,DSSTox_Substance_Id,DTXSID8058166,Flumethrin,4.82371e-11,717.893,3.35606,438.759,3.38733e-08,9.70404,11.6787,172261.0,6.64245,86.8692,6.2352e-09,0.000382435
DTXSID8058328,DSSTox_Substance_Id,DTXSID8058328,"Fluoxastrobin (E,Z isomer)",1.33935e-11,346.403,4.25613,334.949,2.08987e-09,9.19494,11.6934,84917.5,4.0112,170.034,1.30376e-10,5.00952e-06
DTXSID8063830,DSSTox_Substance_Id,DTXSID8063830,Tetramethylol acetylenediurea,2.49932e-11,1.7538,5.67093,308.491,1.38511e-11,0.160143,9.40347,99.1231,-1.63688,209.475,1.83478e-10,0.133263
DTXSID8065660,DSSTox_Substance_Id,DTXSID8065660,Ammonium fluoroborate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80858864,DSSTox_Substance_Id,DTXSID80858864,Coriander oil,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80864900,DSSTox_Substance_Id,DTXSID80864900,"Acetic acid, 2-hydroxy-2-methoxy-, methyl ester",3.33966e-12,3.00806,4.132,157.589,2.04385e-08,0.0810148,4.24054,7.50405,-0.678062,30.3071,1.1031,4.54196
DTXSID80884961,DSSTox_Substance_Id,DTXSID80884961,Barium hexafluorosilicate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80890840,DSSTox_Substance_Id,DTXSID80890840,Calcium magnesium oxide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80891695,DSSTox_Substance_Id,DTXSID80891695,Hexachlorocyclohexane,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80895118,DSSTox_Substance_Id,DTXSID80895118,Fenpicoxamid,1.31321e-10,15.8972,8.69091,428.452,8.63397e-11,3.19054,11.3753,35191.4,2.58854,146.845,5.6655e-11,9.80853e-07
DTXSID80897379,DSSTox_Substance_Id,DTXSID80897379,"N-Ethyl-N,N-dimethyl-N-dodecylammonium bromide",7.78087e-12,1317.71,5.67318,243.74,0.00126508,35.0276,7.57032,2186.92,-0.222925,223.51,0.00195352,5.43783e-08
DTXSID80904714,DSSTox_Substance_Id,DTXSID80904714,Ammonium-d4 chloride,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80949589,DSSTox_Substance_Id,DTXSID80949589,Prop-2-enal--formaldehyde (1/1),1.98866e-11,3.77818,3.67504,52.6959,0.000120843,0.157894,2.10718,4.07989,1.23911,19.2178,272.275,3.75427
DTXSID8095196,DSSTox_Substance_Id,DTXSID8095196,"Amines, N-tallow alkyldipropylenetri-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID80967622,DSSTox_Substance_Id,DTXSID80967622,"Acridine-3,6-diamine--hydrogen chloride (1/2)",2.60219e-11,10.3357,41.1104,354.55,9.79989e-08,0.273116,9.12318,1554.57,-1.2577,205.674,1.32641e-08,2.36016
DTXSID80971724,DSSTox_Substance_Id,DTXSID80971724,[2-(2-Butoxyethoxy)ethoxy]methanol,3.59469e-11,1.87573,3.67806,226.337,6.08469e-07,0.395411,8.35491,27.0022,0.738782,-44.9363,0.00588762,2.7681
DTXSID8098366,DSSTox_Substance_Id,DTXSID8098366,"Fatty acids, coco, reaction products with diethanolamine",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID901009818,DSSTox_Substance_Id,DTXSID901009818,"Oils, cypress",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID901011027,DSSTox_Substance_Id,DTXSID901011027,"Boric acid (H3BO3), sodium salt (1:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID901015148,DSSTox_Substance_Id,DTXSID901015148,N-[(6-Chloro-3-pyridinyl)methyl]-N'-cyano-N-methylethanimidamide,8.45362e-12,14.029,4.64121,314.331,3.39935e-09,0.798824,6.87615,120.043,1.83414,98.921,9.19567e-05,0.0169313
DTXSID901016746,DSSTox_Substance_Id,DTXSID901016746,Bis(2-ethylhexanoato-O)-mu-oxodizinc,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID90109031,DSSTox_Substance_Id,DTXSID90109031,"Fatty acids, C6-10, tetraesters with sorbitan",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID90165596,DSSTox_Substance_Id,DTXSID90165596,Bromochlorophene,1.61448e-11,288.887,71.5223,427.787,1.42798e-09,0.500064,9.28976,186791.0,5.89931,169.946,5.04653e-09,5.9608e-05
DTXSID90180345,DSSTox_Substance_Id,DTXSID90180345,"2,2'-(Methylenebis(oxy))bisethanol",3.0065e-11,2.70344,3.67622,253.524,5.84398e-08,0.0858427,7.58649,14.2554,-1.11089,20.5015,0.000481818,6.50015
DTXSID90190843,DSSTox_Substance_Id,DTXSID90190843,"4,6-Dichloro-2-phenylpyrimidine",1.19532e-11,68.8187,13.0689,328.861,9.35871e-05,131.948,7.80916,98.6787,4.1671,97.0746,8.93908e-05,1.11592e-05
DTXSID9020089,DSSTox_Substance_Id,DTXSID9020089,Anilazine,6.06019e-12,81.7723,3.85915,331.737,3.89386e-07,0.782121,10.9801,999.571,3.87767,160.009,6.2416e-09,2.89146e-05
DTXSID9020166,DSSTox_Substance_Id,DTXSID9020166,Bis(tributyltin)oxide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID90202293,DSSTox_Substance_Id,DTXSID90202293,Mancopper,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID9020243,DSSTox_Substance_Id,DTXSID9020243,Captan,2.64155e-11,95.5442,8.55954,302.104,3.70516e-06,0.790097,8.83475,200.214,2.79923,177.901,9.05763e-08,1.72503e-05
DTXSID9020299,DSSTox_Substance_Id,DTXSID9020299,Chlorobenzilate,1.36956e-11,477.542,4.6243,349.994,4.84686e-10,0.834136,10.7036,1988.08,4.73733,37.2637,2.17364e-06,3.51334e-05
DTXSID9020370,DSSTox_Substance_Id,DTXSID9020370,Daminozide,5.49008e-12,4.20236,4.45626,264.191,2.33827e-08,0.232493,7.59503,8.92765,-1.49525,154.483,0.000196613,0.724738
DTXSID9020534,DSSTox_Substance_Id,DTXSID9020534,Dioxathion,1.77032e-11,238.474,378.246,428.152,1.52524e-06,1.44768,11.6804,7340.49,3.21506,-19.9256,3.01143e-06,3.40202e-06
DTXSID9020792,DSSTox_Substance_Id,DTXSID9020792,Maleic hydrazide,1.03217e-11,3.43126,5.8595,261.835,8.0073e-09,0.131485,7.45445,2.82565,-0.83958,305.795,4.89676e-06,0.0464576
DTXSID9020794,DSSTox_Substance_Id,DTXSID9020794,Maneb,2.49621e-11,6.59369,23.6227,358.212,1.46302e-10,0.118048,7.93926,508.346,-2.70445,207.044,1.91741e-06,0.772498
DTXSID9020827,DSSTox_Substance_Id,DTXSID9020827,Methoxychlor,1.63598e-11,317.991,5.09595,346.007,2.05176e-07,28.1939,9.1736,79308.3,5.08015,86.9644,6.16014e-06,2.45045e-07
DTXSID9021348,DSSTox_Substance_Id,DTXSID9021348,Thiourea,5.59807e-11,1.99617,12.6258,247.648,3.57263e-09,0.147167,6.89235,7.08091,-1.04933,181.951,0.00279635,1.86779
DTXSID90221025,DSSTox_Substance_Id,DTXSID90221025,Octenidine hydrochloride,2.05103e-11,48.6831,13.584,346.345,4.42776e-07,1.82445,11.6765,20372.0,4.17449,180.727,3.97808e-09,5.24869e-06
DTXSID90228534,DSSTox_Substance_Id,DTXSID90228534,Potassium triiodide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID9023881,DSSTox_Substance_Id,DTXSID9023881,Clofentezine,2.70813e-11,865.549,14.1774,329.828,1.17708e-06,3.59856,10.9021,45484.1,3.09998,181.975,9.7628e-10,4.22e-07
DTXSID9023889,DSSTox_Substance_Id,DTXSID9023889,Quizalofop-ethyl,1.33639e-11,189.347,4.88654,391.258,4.80107e-08,0.935208,11.757,514.833,4.27839,84.2811,6.48634e-09,1.02447e-06
DTXSID9024148,DSSTox_Substance_Id,DTXSID9024148,Hydrogen cyanide,3.00402e-14,1.9792,8.20889,25.6428,0.000133572,0.171334,0.437106,2.76794,-0.24944,-13.3669,738.974,20.1894
DTXSID90241627,DSSTox_Substance_Id,DTXSID90241627,5-Hydroxythiabendazole,2.77878e-11,12.078,4.03516,330.007,8.02193e-08,0.431936,9.08452,2264.98,2.134,152.469,1.48822e-10,0.000408693
DTXSID9024304,DSSTox_Substance_Id,DTXSID9024304,Sethoxydim,1.00897e-10,18.8625,4.65699,300.73,1.56268e-08,0.523044,9.6063,100.423,4.38022,85.9169,1.6004e-07,0.00106143
DTXSID9024693,DSSTox_Substance_Id,DTXSID9024693,tert-Butyl hydroperoxide,3.00085e-12,3.93886,7.56503,129.513,4.89813e-06,0.0744311,4.04688,14.4244,1.23147,-8.12909,5.4707,6.69313
DTXSID9025291,DSSTox_Substance_Id,DTXSID9025291,2-Ethylhexanal,2.65076e-11,55.2316,4.47218,161.472,0.000271086,0.24391,3.96658,68.0624,2.96977,-12.2627,1.81271,0.00312118
DTXSID9026053,DSSTox_Substance_Id,DTXSID9026053,Streptomycin sulfate (2:3),2.52565e-11,3.17572,35.306,333.339,2.61717e-11,0.328043,9.6232,52.9927,0.807287,145.088,7.12589e-11,1.71681
DTXSID9026394,DSSTox_Substance_Id,DTXSID9026394,Ethanethiol,4.67541e-11,6.67715,6.43244,35.1565,0.00453134,0.213327,1.95238,8.78466,0.993428,-147.432,526.528,0.229149
