INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
DTXSID101011366,DSSTox_Substance_Id,DTXSID101011366,"2-Butenedioic acid (2Z)-, 1-butyl ester, polymer with methoxyethene",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101011392,DSSTox_Substance_Id,DTXSID101011392,"2,5-Furandione, polymer with ethenylbenzene, sulfonated, sodium salt",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101011659,DSSTox_Substance_Id,DTXSID101011659,"Poly(oxy-1,2-ethanediyl), .alpha.-[2-(tert-dodecylthio)ethyl]-.omega.-hydroxy-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101011809,DSSTox_Substance_Id,DTXSID101011809,"2-Propenoic acid, butyl ester, polymer with ethyl 2-propenoate and 2-propenenitrile",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101011954,DSSTox_Substance_Id,DTXSID101011954,"2-Propenoic acid, butyl ester, polymer with ethenylbenzene and 2-ethylhexyl 2-propenoate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101012007,DSSTox_Substance_Id,DTXSID101012007,"2-Propenoic acid, polymer with ethenylbenzene and (1-methylethenyl)benzene, ammonium salt",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10101219,DSSTox_Substance_Id,DTXSID10101219,"Sulfuric acid, mono-C12-15-alkyl esters, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101012190,DSSTox_Substance_Id,DTXSID101012190,"Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol and 4,4'-(1-methylethylidene)bis[phenol]",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101012221,DSSTox_Substance_Id,DTXSID101012221,Octoxynol phosphate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101012295,DSSTox_Substance_Id,DTXSID101012295,"Oxirane, 2-methyl-, polymer with .alpha.-butyl-.omega.-hydroxypoly(oxy-1,2-ethanediyl) and oxirane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101013300,DSSTox_Substance_Id,DTXSID101013300,"Poly(oxy-1,2-ethanediyl), .alpha.,.alpha.'-[[[3-(decyloxy)propyl]methyliminio]di-2,1-ethanediyl]bis[.omega.-hydroxy-, branched, chlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10101335,DSSTox_Substance_Id,DTXSID10101335,"Naphthalenesulfonic acid, butyl-, Me derivs., sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101014053,DSSTox_Substance_Id,DTXSID101014053,"1,5-Naphthalenedisulfonic acid, 3-[2-[4-[2-(6-amino-1-hydroxy-3-sulfo-2-naphthalenyl)diazenyl]-5-methoxy-2-methylphenyl]diazenyl]-, lithium potassium sodium salt, compd. with 2,2',2''-nitrilotris[ethanol] (1:?:?:?:?)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101014122,DSSTox_Substance_Id,DTXSID101014122,"2-Propenoic acid, 2-methyl-, butyl ester, telomer with 2-[(1,1-dimethylethyl)amino]ethyl 2-methyl-2-propenoate, 1-dodecanethiol, methyl 2-methyl-2-propenoate and rel-(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 2-methyl-2-propenoate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101015544,DSSTox_Substance_Id,DTXSID101015544,"1,​2-​Ethanediamine, polymer with 2-​methyloxirane and oxirane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID101018112,DSSTox_Substance_Id,DTXSID101018112,Thaumatin,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10103556,DSSTox_Substance_Id,DTXSID10103556,"Oils, walnut, polymers with maleic anhydride, pentaerythritol, phthalic anhydride, sunflower oil and trimethylolethane",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10103935,DSSTox_Substance_Id,DTXSID10103935,"1-Tridecanol, 1-(hydrogen sulfate), magnesium salt (2:1)",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10104629,DSSTox_Substance_Id,DTXSID10104629,"1,6-Octadien-3-ol, 3,7-dimethyl-, acid-isomerized",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10104861,DSSTox_Substance_Id,DTXSID10104861,C.I. Reactive Blue 52,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10105313,DSSTox_Substance_Id,DTXSID10105313,"Diethoxylated methyl glucopyranoside 2,6-dioleate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106007,DSSTox_Substance_Id,DTXSID10106007,"Amylopectin, acid-hydrolyzed, 2-(1-octen-1-yl)butanedioate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106168,DSSTox_Substance_Id,DTXSID10106168,"Fatty acids, canola-oil",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106209,DSSTox_Substance_Id,DTXSID10106209,"Castor oil, hydrogenated, polymer with adipic acid, ethylenediamine and 12-hydroxyoctadecanoic acid",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106284,DSSTox_Substance_Id,DTXSID10106284,"Siloxanes and Silicones, di-Me, 3-hydroxypropyl Me, 3-hydroxypropyl group-terminated, ethoxylated propoxylated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106885,DSSTox_Substance_Id,DTXSID10106885,"Alcohols, C9-11-iso-, C10-rich, ethoxylated propoxylated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10106961,DSSTox_Substance_Id,DTXSID10106961,"2,5-Furandione, telomer with ethenylbenzene and (1-methylethyl)benzene, 2-butoxyethyl ester",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10107791,DSSTox_Substance_Id,DTXSID10107791,Pharmamedia,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10107796,DSSTox_Substance_Id,DTXSID10107796,"Ethanesulfonic acid, 2-(9-octadecenylamino)-, monosodium salt, (Z)-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10107812,DSSTox_Substance_Id,DTXSID10107812,"Fatty acids, coco, monoesters with anhydro-d-mannitol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10107817,DSSTox_Substance_Id,DTXSID10107817,Fish meal,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10109134,DSSTox_Substance_Id,DTXSID10109134,Ammonyx 4080,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10109154,DSSTox_Substance_Id,DTXSID10109154,"Fatty acids, C8-10, propylene esters",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10109159,DSSTox_Substance_Id,DTXSID10109159,Deriphat 154,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10109179,DSSTox_Substance_Id,DTXSID10109179,"Quaternary ammonium compounds, benzylbis(hydrogenated tallow alkyl)methyl, bis(hydrogenated tallow alkyl)dimethylammonium salt with hectorite",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10109194,DSSTox_Substance_Id,DTXSID10109194,"2-Propenoic acid, butyl ester, telomer with ethenylbenzene and 1-hexanethiol",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10143179,DSSTox_Substance_Id,DTXSID10143179,Sodium bisulfate monohydrate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10189971,DSSTox_Substance_Id,DTXSID10189971,Butylparaben sodium,1.75664e-11,8.90852,3.50929,270.793,3.39978e-10,0.105304,8.64097,68.0358,-1.02258,85.9194,2.92942e-06,0.00116921
DTXSID10192708,DSSTox_Substance_Id,DTXSID10192708,Sulfur chloride,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1020069,DSSTox_Substance_Id,DTXSID1020069,o-Aminoazotoluene,1.92801e-11,88.9974,4.84091,344.324,6.13359e-07,0.692206,8.45966,735.807,3.78349,124.74,6.54583e-07,3.11826e-05
DTXSID1020140,DSSTox_Substance_Id,DTXSID1020140,Sodium benzoate,2.28764e-12,3.72629,6.6407,249.237,2.66769e-07,0.262557,5.90758,31.66,-1.55843,150.353,0.00070699,0.331734
DTXSID1020190,DSSTox_Substance_Id,DTXSID1020190,C.I. Acid Blue 74,4.84144e-11,2.42942,15.3519,291.807,1.48644e-11,0.576138,9.38377,39.0955,0.962405,228.535,3.79111e-10,0.164899
DTXSID1020194,DSSTox_Substance_Id,DTXSID1020194,Boric acid (H3BO3),-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1020221,DSSTox_Substance_Id,DTXSID1020221,4-tert-Butylphenol,8.41486e-11,67.6047,5.37049,236.959,1.18272e-06,0.134953,7.5023,2073.21,3.31021,97.1354,0.038077,0.0039361
DTXSID1020273,DSSTox_Substance_Id,DTXSID1020273,Chlorine,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1020358,DSSTox_Substance_Id,DTXSID1020358,beta-Cyclodextrin,1.65503e-11,2.24715,236.876,380.787,2.73711e-11,0.23353,9.64604,381.359,-1.75759,202.013,2.05614e-09,0.0303768
DTXSID1020514,DSSTox_Substance_Id,DTXSID1020514,"N,N-Dimethyldodecylamine-N-oxide",2.83807e-11,1359.71,5.67381,244.245,4.71482e-05,3.36237,6.35443,3309.02,5.02585,132.245,0.0127486,7.10103e-06
DTXSID1020778,DSSTox_Substance_Id,DTXSID1020778,D-Limonene,1.71014e-10,247.895,2.93262,175.173,0.022543,4.07303,4.3111,2297.0,4.51408,-85.0459,1.5412,9.09154e-05
DTXSID1020932,DSSTox_Substance_Id,DTXSID1020932,Nicotinic acid,1.55697e-11,4.12211,3.55028,255.833,9.18176e-09,0.262795,5.99479,76.025,0.357954,236.735,0.000779549,0.141828
DTXSID1020934,DSSTox_Substance_Id,DTXSID1020934,Nigrosine,1.99339e-11,5.20372,3.55347,304.971,2.63937e-10,0.371858,9.46328,1493.6,2.123,183.189,2.85286e-10,0.41665
DTXSID1021243,DSSTox_Substance_Id,DTXSID1021243,Rhodamine 6G,2.49565e-11,92.8565,-,420.998,2.0149e-09,0.453696,9.63338,-,1.20704,208.88,1.01895e-09,9.02879e-07
DTXSID1021291,DSSTox_Substance_Id,DTXSID1021291,Sodium sulfate anyhdrous,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1021324,DSSTox_Substance_Id,DTXSID1021324,"1,1,1,2-Tetrafluoroethane",4.91175e-15,13.8417,7.57442,-25.951,0.0499884,0.142748,0.0363783,40.0016,0.8297,-101.034,4948.47,0.00119611
DTXSID1021455,DSSTox_Substance_Id,DTXSID1021455,FD&C Yellow 5,1.3526e-11,2.51451,5.69224,290.056,3.09763e-11,0.308902,9.36146,45.2121,0.385801,212.592,1.49186e-09,0.0021599
DTXSID1021740,DSSTox_Substance_Id,DTXSID1021740,1-Butanol,8.60087e-12,4.82036,4.43732,117.709,8.83859e-06,0.0749334,4.17812,3.22078,0.879541,-89.8968,6.71678,0.950064
DTXSID1021821,DSSTox_Substance_Id,DTXSID1021821,2-Butanone oxime,6.33134e-12,5.01567,4.27353,152.499,8.54569e-07,0.0468451,3.86416,27.1042,0.627864,-29.2309,1.13624,1.13886
DTXSID1021827,DSSTox_Substance_Id,DTXSID1021827,Cumene,6.53573e-12,35.7321,14.9574,152.541,0.0113666,0.367084,3.99095,521.484,3.66274,-94.0779,4.46709,0.000521787
DTXSID1022001,DSSTox_Substance_Id,DTXSID1022001,Ethyl acetate,1.60344e-12,3.23156,4.12611,78.4376,0.0001348,0.180171,2.69862,18.1744,0.731494,-83.9003,93.1568,0.91182
DTXSID1022055,DSSTox_Substance_Id,DTXSID1022055,tert-Butyl acetate,4.57175e-13,3.05923,4.59147,97.6626,0.000309267,0.118757,3.08957,27.0784,1.75839,-92.4102,46.8232,0.0714819
DTXSID1022398,DSSTox_Substance_Id,DTXSID1022398,Morin,1.38617e-11,2.08631,44.3571,381.012,1.75956e-11,0.132564,9.4064,373.777,1.53994,303.463,4.45129e-09,0.000830665
DTXSID1022558,DSSTox_Substance_Id,DTXSID1022558,Adenosine,1.42284e-11,1.76727,3.5292,336.676,1.26868e-09,0.299168,9.397,57.3251,-1.04782,246.346,9.73732e-09,0.0185624
DTXSID1023100,DSSTox_Substance_Id,DTXSID1023100,L-Glutamine,4.34987e-12,3.19064,3.54478,263.374,4.68522e-10,0.0937281,8.123,59.6249,-3.64014,230.609,3.32595e-09,0.282563
DTXSID1023233,DSSTox_Substance_Id,DTXSID1023233,Maltose,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1023235,DSSTox_Substance_Id,DTXSID1023235,D-Mannitol,3.85227e-11,1.66916,6.65126,313.825,9.16758e-11,0.0808937,8.46054,61.7277,-2.38029,158.272,8.87788e-11,3.30821
DTXSID1023784,DSSTox_Substance_Id,DTXSID1023784,Lithium carbonate,2.50079e-14,4.92728,7.57763,299.147,3.7792e-09,0.142856,6.36654,3.85959,-0.104857,110.17,0.0105684,0.0170393
DTXSID1024097,DSSTox_Substance_Id,DTXSID1024097,2-Butoxyethanol,1.86323e-11,4.23241,4.43924,168.282,1.59344e-06,0.225199,4.89919,67.3685,0.828046,-74.1226,0.882349,1.07776
DTXSID1024251,DSSTox_Substance_Id,DTXSID1024251,Pentafluoroethane,2.49787e-15,21.1432,7.57477,-48.4781,0.0910392,0.114011,-0.0454136,54.2463,1.25894,-103.137,10522.9,0.000253362
DTXSID1024415,DSSTox_Substance_Id,DTXSID1024415,"C.I. Acid Black 1, disodium salt",3.70632e-11,3.54611,3.55229,304.972,2.33091e-10,0.382254,9.47562,51856.2,3.31339,188.924,2.88761e-10,0.149274
DTXSID1024598,DSSTox_Substance_Id,DTXSID1024598,Benzyl salicylate,1.44198e-11,25.3647,3.55813,325.499,2.76273e-10,0.129214,9.26321,116.435,3.10622,67.1464,6.42419e-07,0.000331304
DTXSID1024835,DSSTox_Substance_Id,DTXSID1024835,3-Phenylprop-2-enal,4.79951e-11,8.70758,4.81723,245.978,6.57199e-05,0.513347,4.82822,66.9829,1.89921,-6.93975,0.0290401,0.0107571
DTXSID1024839,DSSTox_Substance_Id,DTXSID1024839,Cobalt naphthenates,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1025190,DSSTox_Substance_Id,DTXSID1025190,C.I. Direct Blue 1,8.30691e-11,5.09617,12.72,405.981,2.68218e-11,0.230761,9.5951,32612.4,4.38636,193.484,3.4317e-08,0.0516281
DTXSID1025300,DSSTox_Substance_Id,DTXSID1025300,2-Ethylhexyl diphenyl phosphate,2.27447e-11,308.967,4.22717,375.015,5.4043e-05,0.707814,11.7254,2490.78,5.72969,-53.7188,4.9799e-05,5.19075e-06
DTXSID1025302,DSSTox_Substance_Id,DTXSID1025302,Octinoxate,1.79762e-11,491.012,4.90261,336.143,1.07402e-07,0.339882,8.51784,924.073,5.19958,25.939,5.34881e-06,2.10098e-05
DTXSID1025308,DSSTox_Substance_Id,DTXSID1025308,Ethyl methacrylate,3.38422e-11,3.41386,4.28434,117.059,0.000120801,0.0956627,3.70349,36.9301,1.93912,-0.886734,20.5933,0.0480704
DTXSID1025354,DSSTox_Substance_Id,DTXSID1025354,Gilsonite,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1025809,DSSTox_Substance_Id,DTXSID1025809,Oleic acid,4.94406e-11,93.3063,5.3554,359.986,6.05302e-08,0.910033,10.6121,2355.33,7.6389,29.0486,1.39009e-06,4.34358e-08
DTXSID1025853,DSSTox_Substance_Id,DTXSID1025853,Peracetic acid,4.23452e-13,1.60756,3.68107,110.104,2.13465e-06,0.105833,3.77938,7.92939,-0.874968,-0.193046,14.3665,13.1724
DTXSID1025857,DSSTox_Substance_Id,DTXSID1025857,"1,10-Phenanthroline",3.06621e-11,11.7612,15.5844,307.873,9.69535e-05,3.23356,7.38303,4084.89,1.78611,117.803,0.000138435,0.0136571
DTXSID1026031,DSSTox_Substance_Id,DTXSID1026031,Sodium dodecyl sulfate,1.87278e-11,5.99846,4.68114,291.203,2.32822e-07,0.495797,9.71461,1234.14,1.59845,205.347,2.08107e-05,0.00589587
DTXSID1026033,DSSTox_Substance_Id,DTXSID1026033,Sodium ethasulfate,7.56497e-12,6.35443,3.65214,268.015,2.84972e-08,0.376909,8.39361,26.832,0.242942,145.783,1.68392e-05,0.132377
DTXSID1026035,DSSTox_Substance_Id,DTXSID1026035,Sodium 2-mercaptobenzothiolate,2.6243e-11,7.96072,12.9691,289.391,8.6846e-06,0.110826,5.72849,178.154,1.00929,176.546,4.30797e-06,0.00067306
DTXSID1026039,DSSTox_Substance_Id,DTXSID1026039,Dibasic sodium phosphate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1026241,DSSTox_Substance_Id,DTXSID1026241,"3,3,5-Trimethylcyclohexyl salicylate",1.70039e-11,280.665,2.94264,293.98,1.56223e-09,0.926969,9.71153,3247.49,4.18727,69.688,2.10576e-06,0.000587833
DTXSID1026293,DSSTox_Substance_Id,DTXSID1026293,D&C Violet 2,1.37605e-11,33.9309,71.1346,432.253,1.25431e-10,0.308959,9.56288,106716.0,3.76008,220.16,6.64442e-09,1.27672e-07
DTXSID1026401,DSSTox_Substance_Id,DTXSID1026401,Isobutane,2.33693e-12,9.27361,10.2271,-11.6577,0.452597,0.216184,2.00019,17.8833,2.75772,-137.829,2596.13,0.00127184
DTXSID1026796,DSSTox_Substance_Id,DTXSID1026796,1-Methoxy-2-propyl acetate,1.19667e-11,3.34681,4.28671,145.608,1.69436e-05,0.147463,4.01541,2.31363,0.560301,-59.1015,3.91833,1.48859
DTXSID1026900,DSSTox_Substance_Id,DTXSID1026900,Dodecyltrimethylammonium chloride,1.92918e-11,1448.22,4.85301,232.473,0.00127545,26.3095,6.90391,5196.27,-1.92193,220.336,0.00649942,1.2278e-07
DTXSID1026902,DSSTox_Substance_Id,DTXSID1026902,"N,N,N-Trimethyloctadecan-1-aminium chloride",6.48899e-12,441.218,24.1192,323.564,1.57994e-06,8.1766,9.79133,14518.1,1.75917,220.378,9.99055e-06,8.51768e-09
DTXSID1026904,DSSTox_Substance_Id,DTXSID1026904,2-Butoxyethyl acetate,1.23912e-11,3.2061,3.81247,192.003,5.50607e-06,0.273906,4.31709,112.842,1.00831,-62.9043,0.376443,0.0551874
DTXSID1026906,DSSTox_Substance_Id,DTXSID1026906,"N,N-Dimethyldodecan-1-amine",2.82442e-11,1362.33,4.84966,259.937,0.000706254,23.5427,6.90709,2690.76,3.95423,21.2443,0.0076951,0.000304907
DTXSID1026908,DSSTox_Substance_Id,DTXSID1026908,2-Hexyloxyethanol,4.06434e-11,9.42317,4.45447,207.989,1.17706e-05,0.162334,6.29976,102.081,1.85917,-44.9848,0.156021,0.0679699
DTXSID1027134,DSSTox_Substance_Id,DTXSID1027134,Bis(2-ethylhexyl) phosphate,1.72713e-11,4.37133,3.68029,347.477,4.19524e-07,1.12488,11.2499,1675.76,4.04205,-49.7423,1.74311e-05,0.000563087
DTXSID1027136,DSSTox_Substance_Id,DTXSID1027136,"Aluminum, hydroxybis(octadecanoato-.kappa.O)-",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027184,DSSTox_Substance_Id,DTXSID1027184,Decamethylcyclopentasiloxane,1.55115e-12,16.8486,214.797,210.014,32.9313,548.096,4.97389,8156.49,8.02976,-37.9845,0.199713,4.58211e-08
DTXSID1027219,DSSTox_Substance_Id,DTXSID1027219,Potassium benzoate,2.28764e-12,3.72629,6.6407,249.237,2.66769e-07,0.262557,5.90758,31.66,-1.13544,184.192,0.00070699,0.331734
DTXSID1027263,DSSTox_Substance_Id,DTXSID1027263,Pentyl acetate,7.5324e-12,9.24739,4.44713,146.92,0.000388093,0.247557,4.08966,57.0834,2.29523,-73.4504,3.49186,0.0130166
DTXSID1027340,DSSTox_Substance_Id,DTXSID1027340,Disodium iminodiacetate,3.13318e-12,3.89617,4.45569,318.233,5.20756e-10,0.114904,7.25682,33.2644,-2.14527,223.905,1.58976e-06,0.755464
DTXSID1027348,DSSTox_Substance_Id,DTXSID1027348,Sodium citrate (x:1),-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027392,DSSTox_Substance_Id,DTXSID1027392,Copper napthenate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027394,DSSTox_Substance_Id,DTXSID1027394,Naphthenic acids,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027396,DSSTox_Substance_Id,DTXSID1027396,Anhydrosorbitol stearate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID10274018,DSSTox_Substance_Id,DTXSID10274018,Poly(oxypropylene) monomethyl ether,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027500,DSSTox_Substance_Id,DTXSID1027500,2-Propoxyethanol,2.14169e-11,2.77103,3.67212,149.727,7.93249e-07,0.0863143,4.3954,14.1309,0.32186,-2.37152,3.11892,7.4444
DTXSID1027550,DSSTox_Substance_Id,DTXSID1027550,Sodium chloroacetate,9.8337e-13,4.50051,7.12262,189.236,9.31406e-09,0.267767,4.05802,4.56291,-1.03573,113.903,0.0667299,8.66995
DTXSID1027556,DSSTox_Substance_Id,DTXSID1027556,Calcium propionate,1.22048e-12,4.18704,4.44198,141.179,4.45111e-07,0.0945009,3.94535,10.001,-1.64509,249.335,3.52868,8.36017
DTXSID1027635,DSSTox_Substance_Id,DTXSID1027635,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",1.1971e-11,32.2381,5.65765,297.973,1.07954e-07,0.284182,7.43854,652.797,4.7774,-29.7778,0.00477655,0.00165701
DTXSID1027681,DSSTox_Substance_Id,DTXSID1027681,Cashew nutshell liquid (CNSL),-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027683,DSSTox_Substance_Id,DTXSID1027683,Coal tar,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027685,DSSTox_Substance_Id,DTXSID1027685,"Oils, Orange, sweet",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027687,DSSTox_Substance_Id,DTXSID1027687,"Soybean oil, epoxidized",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027689,DSSTox_Substance_Id,DTXSID1027689,"Linseed oil, epoxidized",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027710,DSSTox_Substance_Id,DTXSID1027710,Asphalt,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027712,DSSTox_Substance_Id,DTXSID1027712,Polyethylene glycol monobutyl ether,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027714,DSSTox_Substance_Id,DTXSID1027714,Oleyl alcohol condensed with 2 moles ethylene oxide,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027716,DSSTox_Substance_Id,DTXSID1027716,Polyoxyethylene dioleate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027718,DSSTox_Substance_Id,DTXSID1027718,Nonylphenoxypolyethoxyethanol,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027891,DSSTox_Substance_Id,DTXSID1027891,Calcium dodecylbenzene sulfonate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027899,DSSTox_Substance_Id,DTXSID1027899,Ammonium xylene sulfonate,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027926,DSSTox_Substance_Id,DTXSID1027926,Dodecylphenol,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1027970,DSSTox_Substance_Id,DTXSID1027970,4-(4-Hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,9.15773e-11,15.5438,3.54436,274.306,7.54259e-08,0.415013,9.29861,230.433,3.10471,-29.4851,3.89514e-05,0.0289005
DTXSID1028023,DSSTox_Substance_Id,DTXSID1028023,"Nonylphenol, ethoxylated, phosphate ester",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028071,DSSTox_Substance_Id,DTXSID1028071,"1-Propanaminium, 3-amino-N-(carboxymethyl)-N,N-dimethyl-, N-coco acyl derivs., chlorides, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028077,DSSTox_Substance_Id,DTXSID1028077,"Resin acids and Rosin acids, aluminum salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028079,DSSTox_Substance_Id,DTXSID1028079,"Quaternary ammonium compounds, benzylbis(hydrogenated tallow alkyl)methyl, chlorides",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028102,DSSTox_Substance_Id,DTXSID1028102,"Resin acids and Rosin acids, potassium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028104,DSSTox_Substance_Id,DTXSID1028104,"Fatty acids, coco, compds. with diethanolamine",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028108,DSSTox_Substance_Id,DTXSID1028108,"Ethanol, 2,2'-iminobis-, N-coco alkyl derivs.",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028152,DSSTox_Substance_Id,DTXSID1028152,"Naphtha, petroleum, light alkylate",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028239,DSSTox_Substance_Id,DTXSID1028239,"Kerosine, petroleum, hydrodesulfurized",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028310,DSSTox_Substance_Id,DTXSID1028310,"Fatty acids, C16-18 and C18-unsatd.",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028312,DSSTox_Substance_Id,DTXSID1028312,"Fatty acids, C8-18 and C18-unsatd., sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028449,DSSTox_Substance_Id,DTXSID1028449,"Cottonseed oil, hydrogenated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028495,DSSTox_Substance_Id,DTXSID1028495,"Syrups, hydrolyzed starch, hydrogenated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028499,DSSTox_Substance_Id,DTXSID1028499,"Sulfonic acids, C14-​16-​alkane hydroxy and C14-​16-​alkene, sodium salts",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028526,DSSTox_Substance_Id,DTXSID1028526,"Fuel oil, No. 2",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028655,DSSTox_Substance_Id,DTXSID1028655,"Palm oil, hydrogenated",-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1028992,DSSTox_Substance_Id,DTXSID1028992,C10-16-alkyldimethyl amine N-oxides,-,-,-,-,-,-,-,-,-,-,-,-
DTXSID1029128,DSSTox_Substance_Id,DTXSID1029128,Tetrahydrofurfuryl alcohol,2.00281e-11,2.24548,4.4719,177.891,7.21442e-07,0.10274,4.60797,12.2782,-0.0117856,-11.7518,0.804661,9.79643
DTXSID1029170,DSSTox_Substance_Id,DTXSID1029170,4-Methylpent-3-en-2-one,1.05883e-11,4.8957,5.23867,130.198,2.05778e-05,0.156897,3.36291,34.3413,1.06352,-59.1581,8.28635,0.293528
DTXSID1029259,DSSTox_Substance_Id,DTXSID1029259,"9-Octadecenoic acid (9Z)-, decyl ester",4.80689e-11,78.0671,8.51348,442.222,6.59049e-07,3.50835,11.6904,10166.4,9.16236,18.7361,3.81662e-10,1.22514e-06
DTXSID1029334,DSSTox_Substance_Id,DTXSID1029334,Polyethylene glycol monodecyl ether,-,-,-,-,-,-,-,-,-,-,-,-
